id_especialista,nombre,sede,zona
3708,SUR.CYRYAX IPS SESION,2,
3709,SUR.CENTRO MEDICO SANTIAG,2,
3710,SUR.CENTRO MEDICO SANTIAG,2,
3711,SUR.CENTRO MEDICO SANTIAG,2,
3712,SUR.CENTRO MEDICO SANTIAG,2,
3713,CARLOS ENRIQUE TORO GUTIE,2,
3714,ABOGADOS ASOCIADOS30%DCTO,2,
3715,S.NUTRISALUD,2,S
3716,DINAMICA IPS,2,S
3717,JAVIER BUITRAGO,2,S
3718,ACAD D BAILE JACARANDA,2,
3719,PAULA A VILLARREAL CLINIC,2,
3720,PATRICIA RIVERA-OIR AUDIOOGIA E.U.,2,S
3721,FUNDACION REINA ISABEL,2,S
3722,JAMUNDI MULTISONRISAS,2,
3723,FUNDACION REINA ISABEL,2,S
3724,FUNDACION REINA ISABEL,2,S
3725,MEDIESPECIALISTAS SAS,2,S
3726,MARIA MERCEDES NARANJO VERGARA,2,S
3727,MEDIESPECIALISTAS SAS,2,S
3728,MEDIESPECIALISTAS SAS,2,S
3729,CONSTRUCTORA INCON ALQUIL,2,
3730,IDEE ESCUELA DE ADMON TUR,2,
3731,S.ROBERTO JARAVA DIABET,2,S
3732,SUR.CTRO DE INV CLINICAS,2,
3733,S.CTRO DERMATOLOG DE CA,2,S
3734,CRUZ ROJA COLOMBIANA,2,S
3735,CRUZ ROJA COLOMBIANA,2,S
3736,DARIEN/ORTOCALIMA CAROLIN,2,
3737,DARIEN/ORTOCALIMA MARCELA,2,N
3739,DARIEN. MEDICIPS E.U COOM,2,N
3740,DARIEN/MEDICIPS E.U COOME,2,N
3742,DARIEN. NIDIA FERNANDA BO,2,
3743,HENRY TELLEZ MARTINEZ C,2,S
3744,ANGIOGRAFIA DE OCCIDENTE,2,S
3745,SAULO GRU  CRESTER,2,N
3746,S.CTRO DERMATOLOG DÔCALI,2,S
3747,S.CTRO DERMATOLOG DE CALI,2,S
3748,BEATRIZ CECILIA VASQUEZ,2,N
3749,OLGA LILIANA SALAZAR,2,S
3750,FELIPE HERRERA BEDOYA,2,S
3751,S.SURTINSUMOS D OCCIDENTE,2,
3752,SUR.INST RADIOLOGICO DEL,2,
3753,CTRO DE INV CLINICAS MART,2,
3754,MEDIESPECIALISTAS SAS,2,S
3755,RESTREPO/CEMEDI NATALIA L,2,S
3767,CAROLINA PEREZ TORRES,2,S
3768,ECOGRAFIAS DR DORADO,2,S
3769,JHON EDWIN GARCIA SERNA,2,O
3770,XIOMARA ROMERO PELAEZ,2,S
3771,MIGUEL ANGEL OSORIO,2,S
3772,MIGUEL ANGEL OSORIO,2,S
3773,DIME CLIN NEUROCARDIOVASC,2,N
3774,ERNESTO LEON VALLEJO M,2,S
3775,FUNDACION REINA ISABEL,2,S
3776,FUNDACION REINA ISABEL,2,S
3777,FUNDACION REINA ISABEL,2,S
3778,SUR.FUND REINA ISABEL DRA,2,
3779,FUNDACION REINA ISABEL,2,S
3780,ARMANDO JOSE CAMPO CAICEDO,2,N
3781,MAURICIO MORENO,2,S
3783,EUGENIO LEGARDA,2,N
3784,CECUREN SAS-CENTRO CUBANO DE RESTAURACION FISIC,2,S
3785,FUNDACION REINA ISABEL,2,S
3800,SUR.GRUPO CARDIOLOGICO DE,2,
3801,  MARTHA  I CARRASCAL G,2,S
3802,ALEJANDRO QUINTERO,2,S
3803,S.DIEGO FDO CASTILLO,2,S
3804,SUR.GINO ALBERTO ARBELAEZ,2,
3811,MYREY FARIDES SIUFFI,2,S
3812,ISAAC GRU UCHITELL,2,N
3813,SUR.CARLOS ALBERTO VELASC,2,
3814,JORGE SATIZABAL,2,N
3815,CLINICA SIGMA,2,N
3816,CLINICA SIGMA,2,N
3817,CLINICA SIGMA,2,N
3818,CLINICA SIGMA,2,N
3824,CATHERINE AVILA VICTORIA,2,S
3825,A SANCHEZ RADIOLOGOS,2,S
3826,A SANCHEZ RADIOLOGOS,2,N
3827,SANCHEZ RADIOLOGOS 24/H T,2,C
3828,MERCEDEZ PAZ,2,
3829,SANDRA NAYIBE NINO,2,N
3830,FAST ENGLISH,2,N
3831,CLINICA LOS ANDES SA,2,S
3832,SONRISA BY GUILLERMO LEYVA,2,N
3833,ORGANIZACION OK REVISI-TE,2,T
3835,S.FERNANDO BERNA,2,S
3836,MARIA ISABEL MEJIA,2,N
3837,QUIJANO ABOGADOS,2,C
3839,FUNDACION NACE UNA ESPERAZA,2,S
3841,FUNDA TIERNO AMANECER,2,N
3842,  SONRISA PERFECTA,2,N
3843,RESERVA AGUAMARINA HOTEL,2,
3844,ALEXANDER PRADA,2,N
3845,ALVARO JOSE CAICEDO HOYOS,2,S
3846,PROGRAMADO MEDICA COLOMBI,2,N
3847,DOMICILIO MEDICA COLOMBIA,2,N
3848,DOMICILIO MEDICA COLOMBIA,2,N
3849,DOMICILIO MEDICA COLOMBIA,2,
3850,ARCA DE NOE Y BALNEARIO LA FORTALEZA,2,S
3851,BALNEARIO LA FORTALEZA,2,
3874,CLAUDIA RUEDA,2,N
3875,CLAUDIA RUEDA,2,N
3876,CLAUDIA RUEDA,2,N
3877,CLAUDIA RUEDA,2,N
3878,CLAUDIA RUEDA,2,N
3879,S.ODONTO LIFE,2,S
3880,S.ODONTO LIFE,2,S
3881,ESTETICA Y TERAPIAS TEQUENDAMA SAS,2,S
3882,ANGELA M RAMIREZ,2,S
3883,HAROLD COLINO CLI.SEBASTI,2,
3884,SOPORTE VITAL,2,
3885,SUR.ODONTO LIFE,2,N
3886,COMPRA FLORES Y DETALLES,2,
3887,MARIA DEL PILAR QUINTERO,2,S
3888,PEDRO ALONSO DUE§AS A,2,S
3889,CLINICA DALI,2,S
3890,  CLINICA DALI,2,S
3891,S.GUSTAVO CORTES,2,S
3892,S.ANA MA HOLGUIN,2,S
3897,S. MOISES A CABRERA H,2,S
3902,SU.GRUPO CARDIOLOGICO DE,2,
3903,FUNDACION SALUD HOMBRE,2,N
3904,DAGUA/ ODONTODAGUA,2,
3905,JORGE SATIZABAL,2,N
3906,JORGE SATIZABAL,2,N
3910,CLINI ORTORRINOS,2,
3911,OFTALMOLOGICA DE CALI PAL,2,
3912,CRUZ ROJA COLOMBIANA,2,S
3914,OTBS SAS LOS BULLICIOSOS,2,N
3915,CACHORRITOS & CO,2,S
3916,CAROLINA CONCHA ARANGO,2,S
3917,NATALIA VARGAS NAVIA,2,S
3918,CENTRO DE DIAGNOSTICO OTOLOGICO,2,S
3919,RAUL OCHOA CLINI.SEBASTIA,2,N
3920,CENTRO DE DIAGNOSTICO OTOLOGICO,2,S
3921,FUNDACION REINA ISABEL,2,S
3922,JORGE GUILLERMO CABRERA,2,S
3923,PRIORITARIA MEDICA COLOMB,2,N
3924,AIRES Y REPUESTOS 10% Y 2,2,
3925,PIEDAD HOLGUIN,2,S
3926,TUM AMBULANCIA TRASLADO,2,
3927,TUM AMBULANCIA TRASLADO R,2,
3928,MAIRA PATRICIA SANCHEZ P,2,S
3929,MARTHA LUCIA SANTAMARIA,2,S
3930,"DR, LUIS FELIPE  MURILLO",2,S
3931,CENTRO REIKI COLOMBIA YOG,2,
3932,LUIS MIGUEL CASTRO,2,S
3933,LILIANA TOVAR,2,N
3934,DIEGO JULIAN DIAZ,2,S
3935,SAULO QUI•ONEZ,2,S
3945,INTERCORPUS SPA,2,N
3946,  INTERCORPUS SPA,2,S
3947,INTERCORPUS PELUQUERIA,2,N
3948,EDUARDO GIL ABOGADO,2,C
3955,DINAMICA IPS,2,S
3956,GAMANUCLEAR LTDA,2,S
3957,GAMANUCLEAR LTDA,2,S
3958,SANDRA MILENA GUTIERREZ,2,C
3959,JAIME ANDRES ROBAYO,2,N
3962,JOSE MILLAN ONATE,2,N
3963,OKUPARTE MANUALIDADES,2,S
3964,YOLANDA CAICEDO SANDOVAL,2,S
3965,YOLANDA CAICEDO SANDOVAL,2,S
3966,ESTETICA Y TERAPIAS TEQUENDAMA,2,S
3967,DENTAL ORTHODONTICS,2,S
3968,CRUZ ROJA COLOMBIANA,2,S
3969,CENTRO QUIROPRACTICO DR HASSAN S.A.S.,2,S
3970,EDWARD F WALTEROS R,2,S
3971,KINESSIA SAS,2,S
3972,KINESSIA SAS,2,S
3973,VIJES.ALBA LUCIA ESPINAL,2,
3974,OFTALCENTER LTDA,2,S
3975,OFTALCENTER LTDA,2,S
3976,CENTRO MEDICO IMBANACO,2,S
3977,DENTAL ORTHODONTICS,2,S
3978,S.CTRO DERMATOLOG DE CALI,2,S
3979,CLAUDIA PATRICIA RUEDA,2,N
3980,S.ODONTOLIFE,2,N
3981,MARIA CONSUELO ZU§IGA,2,S
3982,FISIACARE SAS,2,S
3983,MARIA ISABEL PAZ,2,N
3984,LILIANA MARTINEZ LIBREROS,2,S
3985,INSTITUTO OCULAR DE OCCIDENTE,2,N
3986,INSTITUTO OCULAR DE OCCIDENTE,2,N
3987,  CLAUDIA ZULUAGA,2,S
3988,  DIANA LIBREROS,2,S
3989,S.GUSTAVO RUIZ,2,S
3990,OSCAR VERGARA,2,S
3991,  ALEXANDER MARTINEZ,2,S
3992,MARGARITA CAICEDO,2,S
3993,CENAL,2,N
3994,GILBERTO CHARRIA REALPE,2,S
3995,GILBERTO CHARRIA REALPE,2,S
3996,MARIA ISABEL PEDRAZA,2,S
3997,S.FUNDACION PRERENAL,2,S
3998,FUNDACION PREVRENAL,2,S
3999,UNIVERSIDAD NACIONAL Y A DISTANCIA,2,C
4000,MARIA DE LOS ANGEL ROJAS,2,N
3224,CLINICA DEL COLON RECTO Y ANO S.A.S.,2,S
3397,PASTO CARDIONEUROVASCULAR,10,N
3225,ALFONSO MONDRAGON GIRALDO,2,N
3226,FUNDACION FONTEVITA CLINCA DEL SER,2,S
3227,TOUR VACATION,2,N
3228,INVERSIONE Y PLANES DE LA PAZ LTDA,2,C
3396,PASTO CARDIONEUROVASCULAR,10,N
3395,PASTO CARDIONEUROVASCULAR,10,N
3394,PASTO CLINICA UNIGARRO,10,C
3387,ANGELA BEDOYA INSUASTY,10,C
3393,HECTOR FERNANDO DIAZ,10,N
3392,MARTIN NICOLAS TRUJILLO,10,N
3391,INSTITUTO RADIOLOGICO DEL SUR,10,N
3390,MEDINUCLEAR SAS,10,N
3389,PASTO ANA MARIA GAVIRIA,10,N
3388,SANTIAGO LOPEZ,10,C
3038,INSTITUTO DE DIAGNOSTICO MEDICO IDIME,10,C
3230,CINPRO S.A.S.,2,S
3231,CINPRO S.A.S.,2,S
3232,CINPRO S.A.S.,2,S
3234,ZENTIR DERMATOLOGIA LASER S.A.S,2,S
3624,JUAN CARLOS POSADA GAVIRIA,2,S
3235,CARMEN YADIRA MORENO,2,S
3236,ANDRES FELIPE MORALES ZOTA,2,N
3237,NATALIA ANDREA RAMIREZ ARIAS,2,S
3625,CENTRO MEDICO TEQUENDAMA IPS,2,S
3628,CENTRO MEDICO TEQUENDAMA IPS,2,S
3629,CENTRO MEDICO TEQUENDAMA IPS,2,S
3630,OFTALCENTER IPS LTDA.,2,S
3238,OMAR RIVERA BELTRAN,2,S
3239,MARIA DEL PILAR LOPEZ GARCIA,2,N
3631,CLINICA LUNGAVITA S.A.,2,S
3632,OTORRINOS Y FONOAUDIOLOGOS ASOCIADOS LTDA,2,N
3642,CHD CARDIO,2,S
3643,NATHALIE QUIROZ VALENCIA,2,S
3644,CENTRO MEDICO TEQUENDAMA IPS,2,S
3645,HOLISTICA UNIDAD DE MEDICINA INTEGRAL S.A.S,2,S
3646,CENTRO ESPECIALIZADO DE LA COLUMNA,2,S
3648,CARLOS RIVERA,2,S
3649,GLOBAL PEDIATRICA,2,S
3650,INSTITUTO OCULAR DE OCCIDENTE,2,N
3651,CLINICA PSICOLOGICA,2,N
3652,GLOBAL PEDIATRICA,2,S
3653,GLOBAL PEDIATRICA,2,S
3654,GLOBAL PEDIATRICA,2,S
3655,GLOBAL PEDIATRICA,2,S
3656,GLOBAL PEDIATRICA,2,S
3658,HOLISTICA UNIDAD DE MEDICINA INTEGRAL,2,S
3659,RODRIGO CARRILLO GOMEZ,2,S
3660,CLINICA OFTALMOLOGICA DE CALI S.A.S.,2,N
3661,CLINICA OFTALMOLOGICA DE CALI S.A.S.,2,N
3662,CLINICA OFTALMOLOGIA DE CALI S.A.S.,2,S
3663,CLENIA DIAZ GONZALEZ,2,S
3664,ALFONSO MONDRAGON GIRALDO,2,N
3665,GLOBAL PEDIATRICA,2,S
3666,GALO FABRICIO BECERRA MEDINA,2,S
3667,GALO FABRICIO BECERRA MEDINA,2,S
3668,JORGE LOZANO ALARCON,2,S
3669,CLINICA PSICOLOGICA,2,N
3674,CRUZ ROJA COLOMBIANA,2,S
3675,FUNDACION YOLIMA,2,N
3676,CHD CARDIO,2,N
3677,GERALDINE ALTAMAR CANALES,2,S
3678,FISIOTERAPIA CENTRO ESPECIALIZADO E U,2,S
3679,FISIOTERAPIA CENTRO ESPECIALIZADO EU,2,S
3680,JOSE ANGEL HURTADO BRAVO,2,S
3681,MEDIGLOBAL I.P.S  S.A.S,2,S
3682,ADOLFO LEON VERA DELGADO,2,S
3683,ADOLFO LEON VERA DELGADO,2,S
3684,VICTOR JESUS RIVERA RIVERA,2,S
3685,DAVID BENSUR ALALUF,2,N
3686,JUAN PABLO MOLINA JIMENEZ,2,N
3687,JORGE MANUEL RUEDA GUTIERREZ,2,S
3688,CENTRO RADIOLOGICO ORAL Y MAXILOFACILA CROMAX,2,S
3689,FUNDACION PREVRENAL,2,S
3690,FUNDACION PREVRENAL,2,S
3691,CECUREN SAS-CENTRO CUBANO DE RESTAURACION FISIC,2,S
3693,FUNDACION REINA ISABEL,2,S
3694,BIENESTAR TERAPIA OCUPACIONAL,14,C
3695,BIENESTAR TERAPIA OCUPACIONAL,14,C
3696,VIVIANA ORDNEZ GARCIA,2,S
3697,JULIO CESAR RESTREPO SALAZAR,2,S
3791,GUSTAVO ADOLFO VALDERRAMA HERNANDEZ,2,S
3794,FUNDACION PREVRENAL,10,S
3795,CECUREN SAS-CENTRO DE RESTURACION FISICA NEUROL,2,S
3240,GILBERTO CHARRIA REALPE,2,S
3242,BEATRIZ EUGENIA RIOS MEDINA,2,S
3244,CIRCULO RADIOLOGICO 3D,2,S
3245,GRUPO MEDICO ESPECIALIZADO HIPNOS VIDA SAS,2,S
3246,FETALMED DEL VALLE SAS-PERINATOLOGA,2,S
3249,GRUPO MEDICO ESPECIALZIADO HIPNOS VIDA SAS,2,S
3250,GRUPO MEDICO ESPECIALIZADO HIPNOS VIDA SAS,2,S
3383,ALEXANDER MORALES,10,N
3382,ALEXANDRA MORALES,10,N
3381,ARMANDO CHAMORRO ROMO,10,N
3380,ORLANDO ANTONIO VILLOTA,10,N
3379,JOSE EZEQUIEL MIER,10,N
3378,JOSE EZEQUIEL MIER,10,N
3377,GILBERTO SANCHEZ SARASTY,10,N
3376,ADALBERTO MARINO CORAL BEDOYA,10,C
3375,JOHN PABLO MEZA BENAVIDES IPS SAS,10,N
3374,JOHN PABLO MEZA BENAVIDES IPS SAS,10,N
3373,JOHN PABLO MEZA BENAVIDES IPS SAS,10,N
3251,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,N
3252,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3253,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3372,JUAN CARLOS MU√ëOZ ZAMBRANO,10,N
3371,CAROLINA MEZA MARTINEZ,10,N
3370,JESUS HIDALGO,10,N
3369,LUIS ENRIQUE BECERRA,10,C
3368,KARINA JOHANA CABRERA,10,N
3367,KARINA JOHANA CABRARA,10,N
3366,SONIA LUCIA I√±IQUEZ,10,N
3365,INSTITUTO RADIOLOGICO DEL SUR,10,N
3255,HOLISTICA UNIDAD DE MEDICINA INTEGRAL S.A.S,2,S
3256,JOSE JOAQUIN LAMBIS MORAD,2,S
3257,DEOX RADIOLOGIA ORAL Y MAXILOFACIAL,2,S
3258,LINA MARIA GIRALDO ESCOBAR,2,S
3259,FRANCISCO JAVIER GONZALEZ ESLAIT,2,S
3260,CLAUDIA VIVIANA MILLAN RODRIGUEZ,2,N
3261,FELIX HUMBERTO GOMEZ,2,S
3262,FELIX HUMBERTO GOMEZ,2,S
3263,PAOLA ANDREA SEDANO ZAPATA,2,N
3264,MANUEL GUILLERMO PABON PARRA,2,N
3265,CENTROS QUIROPRACTICOS SUR AMERICA S.A.S.,2,S
3266,JULIAN GUEVARA RAMIREZ,2,S
3267,CRISTHIAN DAVID CORTES BASTIDAS,2,T
3268,LEIDY MARCELA QUINTERO PARRA,2,S
3269,DINAMICA IPS,2,S
3270,INSTITUTO DE DIAGNOSTICO MEDICO DESA,2,N
3272,ANA MARIA CABAL MILLAN,2,N
3273,PILAR PAOLA PALACIO POLO,2,S
3274,CENTRO MEDICO TEQUENDAMA IPS,2,S
3275,LEIDY MARCELA QUINTERO PARRA,2,S
3276,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3277,FREDY ARTURO OROZCO GARCIA,2,S
3278,MARGARITA QUINTERO DE CHARRY,2,S
3279,ALVARO SHEK PADILLA,2,S
3280,FUNDACION SALUVITE,2,N
3281,HIPNOS VIDA SAS,2,S
3283,NATHALY ROMERO RAMIREZ,2,N
3284,CENTRO MEDICO TEQUENDAMA IPS,2,S
3285,CENTRO MEDICO TEQUENDAMA IPS,2,S
3286,MAIRA PATRICIA SANCHEZ,2,S
3287,ORTOPEDICA SAN CARLOS DE COLOMBIA 2,2,S
3288,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3289,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3290,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3291,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3292,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3293,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3294,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3295,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3296,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3297,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3298,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3299,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3300,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL,2,S
3302,IRSO S.A.S.,2,S
3303,CENTRO ESPECIALIZADO DE COLUMNA Y REHABILITACIO,2,S
2200,DOTACIONES MUSGO 1,5,
2321,MANHATTAN ENGLISH ACADEMY,5,C
2285,SOAT SURAMERICANA *MELVA*,5,
2465,ODONTOLOGIA VIVIANA JAIME,5,N
2464,ODONTOLOGIA VIVIANA JAIME,5,N
2463,ODONTOLOGIA VIVIANA JAIME,5,N
2462,ODONTOLOGIA VIVIANA JAIME,5,N
2304,CRS FERTILAB S.A.S,5,N
2395,CRS FERTILAB S.A.S BAYRON,5,N
2076,JORGE DARIO ROBLEDO HINCA,5,
2322,CENTRO DE ESTETICA RENOVARE,5,S
2212,MEDICOS RADIOLOGOS DEL QUINDIO,5,N
2282,PARAISO BELLEZA CENTRO DE,5,
2330,ABSALON ALDANA GRANADOS,5,
2081,OSCAR VELASQUEZ,5,C
2440,ROBERTO JAIRO NEJIA V,5,N
2413,ROBERTO JAIRO MEJIA,5,N
2460,ESTUDIOS OFTAMOLOGICOS,5,N
2171,BLAS EUGENIO EGUIS LINERO,5,C
2026,LUIS EDUARDO GOMEZ,5,C
2328,RAFAEL I LOPEZ R.E.M LOPE,5,N
2326,R.E.M. IMAGEN DIAGNOSTICA,5,S
2404,MARTA PATRICIA CABRERA,5,S
2103,JUAN CARLOS DIAZ PERDOMO,5,N
2104,JUAN CARLOS DIAZ PERDOMO,5,N
2221,JUAN CARLOS DIAZ PERDOMO,5,C
2222,JUAN CARLOS CCQ 210 DIAZ,5,
2228,CLIN VETERINARIA ANIMAL C,5,
2446,JUNTOS APOYO TERAPEUTICO,5,N
2445,JUNTOS APOYO TERAPEUTICO,5,N
2444,JUNTOS APOYO TERAPEUTICO,5,N
2443,JUNTOS APOYO TERAPEUTICO,5,N
2406,JUNTOS APOYO TERAPEUTICO,5,N
2417,RITA MARIA PAEZ TRUJILLO,5,N
2249,MADERITAS DEL QUINDIO LIL,5,
2420,EDWAR ANTONIO HENAO ZAMOR,5,N
2227,CENT OFT BRETON BARICHARA,5,
2145,CORPORACION UNIVERSITARIA REMINGTON,5,C
2197,CABECITAS FELICES SOPHIA,5,
2098,GLORIA STELLA MORA PARRA,5,N
2403,BIBIANA SANCHEZ RIOS,5,N
2402,BIBIANA SANCHEZ RIOS,5,S
2271,RUBEN ELIAS RODRIGUEZ C,5,N
2281,GUSTAVO FABIAN PORTELA,5,S
2280,GUSTAVO FABIAN PORTELA,5,N
2279,SPORT MEDICAL CENTER,5,
2309,ACADEMIA DE BELLEZA REFLEJOS,5,C
2252,ACADEMIA ADORARTE,5,C
2255,FACE EXPRESSION ESTETICA,5,
2254,FACE EXPRESSION ESTETICA,5,
2418,MANUEL ALBERTO PEREZ M,5,N
2470,CARDIOLOGOS DEL CAFE SAS,5,N
2471,CARDIOLOGOS DEL CAFE SAS,5,N
2472,CARDIOLOGOS DEL CAFE SAS,5,N
2312,DAVID ARTURO CUBILLOS,5,N
2293,YAMIL ALBERTO DUQUE OSSMA,5,T
2050,OMAR IVAN OROZCO,5,S
2294,RADIOL Y TOMOGRAFIA ORAL,5,S
2324,CESAR ARLEX GALLEGO,5,S
2307,ALVARO JOSE MARTINEZ,5,C
2023,JAIME AUGUSTO ROJAS,5,N
2433,TALLER RAPIOXIGENO,5,S
2415,OSCAR BAIRON CALLE LOND,5,S
2398,CENTRO INTEGRAL DE SALUD,5,N
2397,CENTRO INTEGRAL DE SALUD,5,N
2401,CISAR IPS,5,N
2473,EDNA MARITZA GRAJALES FLOREZ,34,N
2474,NEUROMENTAL,5,N
2475,NEUROMENTAL,5,N
2400,CISAR IPS,5,N
2399,CISAR I.P.S,5,N
2396,CISAR I.P.S,5,
2438,LINA MARIA MURILLAS,5,N
2206,MUEBLES DEL QUINDIO Y COL,5,
2147,CLINICA INTEGRAL REVOLUTION HEALTH SAS,5,N
2379,ZEHIR ALBERTO MARTINEZ,5,S
2378,ZEHIR ALBERTO MARTINEZ,5,S
2182,ZEHIR ALBERTO MARTINEZ,5,S
2476,NEUROMENTAL,5,N
2477,NEUROMENTAL,5,N
2478,CLINICA GUADALUPE,5,N
2353,GLORIA STELLA MEJIA,5,S
2082,ONCOLOGOS DEL OCCIDENTE,5,S
2452,ONCOLOGOS DE OCCIDENTE,5,S
2479,CLINICA GUADALUPE,5,N
2480,CLINICA GUADALUPE,5,N
2481,CLINICA GUADALUPE,5,N
2060,FUNDACION CARDIO QUINDIO,5,
2253,MIS ANIMALES VETERINARIA,5,N
2320,GS ABOGADOS CONSULTORES C,5,C
2366,OPT IMAGENES(ARME) CARLOS,5,N
2250,SISTEMAS Y SERVICIOS MANT,5,N
2235,CLARO  CELULAR LINE PLAZA,5,
2277,C-D-A-F-I CALARCA,5,N
2092,CENTRO RADIOLOGIA ORAL FI,5,
2065,AMERICAN BUSINESS SCHOOL,5,C
2049,DIEGO SUAREZ MEJIA,5,C
2236,AREPAS CHOCOLO UPALE UPAL,5,
2375,ADRIANA MARIA DIAZ,5,N
2376,JHON FREDY DIAZ SANCHEZ,5,S
2374,ADRIANA MARIA DIAZ,5,N
2431,LUISA FERNANDA ARIAS,5,N
2451,CARLOS ANDRES GARCIA HURTADO,5,N
2439,PARQUE NACIONAL DEL CAFE,5,S
2448,CLAUDIA PATRICIA VELAZCO,5,C
2154,HOTEL CAMPESTRE KARLAKA,5,
2100,JARDIN BOTANICO DEL QUINDIO,5,S
2270,DROG COPFAMI DR LEON,5,S
2238,DROGUERIA COPFAMI GILDARD,5,C
2482,JOSE FERNANDO LOPEZ ATEHORTUA,5,N
2483,DANIEL CORREAL,5,N
2267,GIMN POWER TEKH GYM,5,
2459,FABIO CESAR MARTINEZ PARE,5,N
2261,CONSCOLOMBIA SA CONTADORE,5,N
2435,GABRIEL ECHEVERRY GONZALEZ,5,C
2086,FOMENTO IPS,5,N
2120,COOR.UNIVERSITA REMINTONG,5,
2247,LA FERIA DE LOS PLATANOS,5,
2319,ARTURO MUNERA WOLKMAN,5,C
2047,GABRIEL MURILLO,5,
2032,GABRIEL MURILLO,5,
2022,GABRIEL MURILLO,5,C
2079,LABORATORIO CLINICO LAURA,5,
2097,ALEXANDER ZABALA CASTANO,5,N
2013,JHON JAIRO DUQUE,5,S
2102,*OSCAR* ORAL PREMIUM HERN,5,
2066,JULIETA ARCILA,5,
2361,DROGUERIA PROFAMILIAR,5,
2008,ESTETICA ROSTROS,5,
2310,ACADEMIA DE NATACION YUBARTAS,5,S
2284,AMBULANCIAS ARMENIA LTDA,5,N
2283,AMBULANCIAS ARMENIA LTDA,5,T
2110,RIESGO DE FRACTURA S.A,5,S
2039,CLINICA DEL PRADO SALUD M,5,
2083,CLINICA DEL PRADO SALUD M,5,
2077,CENTRO DE ESTETICA PIEL CANELA,5,S
2266,CENTRO DERMATOLOGICO DEL QUINDIO,5,S
2265,MARTHA INES BRAVO ALVAREZ,5,
2062,SYSTEMPLUS PLUS LTDA,5,C
2024,JESSICA GRAJALES,5,
2123,MEDINUCLEAR DEL QUINDIO,5,S
2113,ADONIRAN CORREAL,5,N
2323,DANIEL A FERNANDO CORREAL,5,C
2010,ADONIRAN CORREAL,5,S
2337,FINCA MARTHA CECILIA ANA,5,
2260,TORTAS Y POSTRES CARAMELO,5,T
2027,GEMA ESTHER REVELO,5,
2215,EFREN AUGUSTO GALARZA,5,S
2218,DÔARTEZANO CAFE BAR,5,
2392,NEUMOVIDAD SAS BERRIO BER,5,
2391,DAVID OSSA NEUMOVIDA,5,
2390,JAIME SANCHES VALLEJO,5,S
2094,LUISA FERNANDA ECHEVERRY,5,
2089,CLARA EVELIA AVELLANEDA S,5,S
2074,CLARA EVELIA AVELLANEDA,5,S
2075,CLARA EVELIA AVELLANEDA S,5,S
2004,CLINICA DEL PARQUE,5,C
2192,ESCUELA DE AUTOMOVILISMO,5,
2357,BOUTIQUE VAPOR TR,5,
2461,FUNERALES LA AURORA,5,S
2393,ELKIN JOSUE RUGELES GIL,5,S
2432,FUNDACION ALEJANDRO LONDONO,5,S
2006,FUNDACION ALEJANDRO LONDO§O,5,N
2162,GLORIA VIVIANA FLOREZ FER,5,
2349,ARLES MARIA ALARCON,5,S
2017,EISNER IVAN OSORIO CORREA,5,S
2368,ARLES MARIA ALARCON,5,N
2130,HERNANDO VALSALUD BEDOYA,5,
2132,JUAN FARID SANCHEZ,5,C
2131,CARLOS JAVIER VALSALUD ZA,5,
2128,MARGARITA VALSALUD PE•A,5,
2203,CEDICAF,5,N
2042,ALFONSO MEZA MENDOZA,5,
2181,CHRISTIAN SUAREZ GIRALDO,5,N
2175,CLAUDIA MARCELA CORDOBA A,5,
2183,LASER MEDICAL CENTER,5,N
2011,FABIAN ECHEVERRY,5,
2347,EL PALACIO DE LAS GAFAS O,5,
2405,VASCULARES DE OCCIDENTE,5,S
2099,GLORIA CRISTINA LOPEZ JIM,5,
2040,MARIA ISABEL URREA LOPEZ,5,
2121,JUAN JOSE JARAMILLO,5,S
2210,DIEGO ALEJANDRO AGUILAR,5,S
2141,JULIAN SABOGAL RINCON,5,N
2188,ANGELA M PUERTA S PEDIACE,5,
2187,SANDRA PALACIO BOLIVAR,5,S
2179,FISIOMEDI,5,S
2295,HENRY ASTAIZA LASSO,5,N
2264,SANTIAGO DUQUE,5,
2256,JAIME V   CECRU ROMERO,5,
